gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.6976047904191617,0.0032624298577580424,0.6347305389221557,0.072469441906999,0.7170049548149109
0.1,0.6916167664670658,0.011179259645917594,0.6946107784431138,0.08090826047239985,0.7756869077682496
0.2,0.6826347305389222,0.030014354691374145,0.5359281437125748,0.08738962112314586,0.7488735556602478
0.30000000000000004,0.6946107784431138,0.026708425768846022,0.5958083832335329,0.009091304536952394,0.7202872514724732
0.4,0.6766467065868264,0.025751446343903583,0.5718562874251497,0.04902344599591113,0.6981346130371093
0.5,0.6946107784431138,0.0379311844795337,0.562874251497006,0.11414154595676196,0.6831758737564086
0.6000000000000001,0.6916167664670658,0.0051763887076428095,0.6017964071856288,0.01987907259993904,0.6621865391731262
0.7000000000000001,0.6826347305389222,0.021575536125973294,0.6167664670658682,0.04810996563573877,0.6784053802490234
0.8,0.6586826347305389,0.04175910217930323,0.5479041916167665,0.03353777893775289,0.6370538949966431
0.9,0.6976047904191617,0.034668754621775655,0.5538922155688623,0.08460568097785892,0.6960522890090942
1.0,0.30538922155688625,0.020618556701030927,0.3203592814371258,0.06511809996085083,0.246663623675704
