gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.3023952095808383,0.016399147418330505,0.5329341317365269,0.10944364696159037,-0.12794959992170335
0.1,0.46407185628742514,0.12253686545739267,0.38922155688622756,0.16512244986732788,0.6114103317260742
0.2,0.4550898203592814,0.025490451955282933,0.6227544910179641,0.011831745617469136,-0.22702261358499526
0.30000000000000004,0.3592814371257485,0.028970377136891545,0.4940119760479042,0.06442211492452915,0.23546367809176444
0.4,0.32934131736526945,0.0013919700726434392,0.37425149700598803,0.06085519161338032,0.20314907431602477
0.5,0.5449101796407185,0.15163773978859452,0.5419161676646707,0.14367741093566488,0.4834640443325043
0.6000000000000001,0.47305389221556887,0.08230023054504332,0.4341317365269461,0.0920875201183175,0.5730101764202118
0.7000000000000001,0.3652694610778443,0.06803253730044805,0.5808383233532934,0.1807821131845666,0.06370949447154999
0.8,0.40119760479041916,0.04088912088390101,0.47305389221556887,0.024098481882639522,0.22628879100084304
0.9,0.3652694610778443,0.008003827917699782,0.5089820359281437,0.033059289225281674,-0.007672569900751114
1.0,0.30538922155688625,0.0,0.44610778443113774,0.140893470790378,-0.0597145676612854
