gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.6586826347305389,0.026923076923076827,0.6317365269461078,0.049658119658119726,0.6886281967163086
0.1,0.6497005988023952,0.008803418803418728,0.4550898203592814,0.03384615384615386,0.5602336406707764
0.2,0.6047904191616766,0.08632478632478635,0.5359281437125748,0.06726495726495729,0.5499901294708252
0.30000000000000004,0.6796407185628742,0.0,0.5479041916167665,0.04384615384615387,0.6381512999534606
0.4,0.49700598802395207,0.03752136752136759,0.4041916167664671,0.026666666666666672,0.6294088244438172
0.5,0.5778443113772455,0.02658119658119651,0.437125748502994,0.025299145299145287,0.5795654058456421
0.6000000000000001,0.6137724550898204,0.0034188034188034067,0.5299401197604791,0.024358974358974383,0.5484774589538575
0.7000000000000001,0.6047904191616766,0.05777777777777782,0.5748502994011976,0.008205128205128198,0.5207677781581879
0.8,0.6736526946107785,0.1004273504273504,0.6796407185628742,0.1233333333333334,0.5039511680603027
0.9,0.6047904191616766,0.14059829059829054,0.5239520958083832,0.1354700854700855,0.5781318545341492
1.0,0.49101796407185627,0.028547008547008534,0.48502994011976047,0.020000000000000018,0.5025220334529876
