timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-19T22:30:46,stoch_exp,eff5b920-9b0d-45f9-a733-5072de2c555b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,848.9541716999993,0.0012834015096124978,1.5117441581593667e-06,14.0,0.0,0.3287358283996582,0.0033013344268333225,0,6.7615591837099e-05,0.0033689500186704236,Germany,DEU,rheinland-pfalz,,,Linux-4.4.0-19041-Microsoft-x86_64-with-glibc2.37,3.11.9,2.8.2,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,1,,8.2693,50.005,15.804008483886719,process,N,1.0
