gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.8622754491017964,0.014812302125734977,0.8592814371257484,0.029737675260063323,0.5856094002723694
0.1,0.7724550898203593,0.013964269561284492,0.7679640718562875,0.03341248303934874,0.5669733941555023
0.2,0.7035928143712575,0.01656490275893263,0.7050898203592815,0.025893260967887854,0.5122511982917786
0.30000000000000004,0.531437125748503,0.04505879692446857,0.5299401197604791,0.05766621438263231,0.49584240317344663
0.4,0.49550898203592814,0.04601990049751242,0.5074850299401198,0.013003165988240584,0.4806321203708649
0.5,0.5329341317365269,0.06852103120759834,0.5254491017964071,0.04737675260063323,0.494057822227478
0.6000000000000001,0.5269461077844312,0.06603346901854368,0.49850299401197606,0.03674807779285394,0.4711370289325714
0.7000000000000001,0.5134730538922155,0.032168701944821326,0.5104790419161677,0.033016734509271894,0.4817373752593994
0.8,0.4805389221556886,0.07564450474898238,0.48353293413173654,0.011476707372229722,0.47848849892616274
0.9,0.44610778443113774,0.025440976933514214,0.47754491017964074,0.006049298959746735,0.5059001684188843
1.0,0.47754491017964074,0.03471279963817275,0.46706586826347307,0.018995929443690662,0.4869077801704407
