entropy_1,entropy_2,mean_entropy_3,std_entropy_3,mean_entropy_3_scaled,std_entropy_3_scaled,n_bins,S,x1,x2
0.7278876700230903,0.6712478853829507,4.219079637553042,0.023937970783541037,0.9201993771790793,0.0052209741693145595,24.0,0.0,-0.4382387749311767,-0.6201955369580812
0.4364698170641028,0.4753035717834445,3.5787352711267753,0.04209040222675354,0.8280413724051195,0.00973880205840179,20.0,1.0,-0.2070104860696485,3.151189767852994
0.9199534913630798,0.9499011703918125,3.4493710466269882,0.00679591051738251,0.9621777203898528,0.0018956712981001674,12.0,0.0,1.1734328258234543,-0.6358212923153498
0.8775927477962673,0.9159448069797607,4.373859125952076,0.02193175259976199,0.9539574479102331,0.004783409372772932,24.0,1.0,1.1754995577229084,-0.3624451496642884
0.46581762974620744,0.42297549123463085,4.319364154701541,0.0284174454956699,0.8420990108036932,0.005540237378555783,35.0,1.0,-0.7670551958821816,-1.9018528623856907
0.7900156893384529,0.8312397541751453,2.8800208091302695,0.03313544636064642,0.9085454096926153,0.010453069503401467,9.0,1.0,0.8786910377492445,0.0058012987617752
0.8385800999954849,0.8861256474645223,5.227870404953755,0.028699284409004006,0.9464672337423483,0.0051957929751350225,46.0,0.0,1.2188688949987685,-0.3282545740819913
0.7546516338427501,0.8064885192927098,3.2422998624734447,0.023588109313899236,0.904416674322596,0.0065797366943599125,12.0,1.0,0.1646151916866647,0.854493595869263
0.8621745299412249,0.908678384800712,3.785384479819528,0.03069676486093097,0.946346119954882,0.0076741912152327426,16.0,1.0,0.8265703994941083,-0.0181742484395129
0.7433898602242521,0.686596131181084,3.9901463747815553,0.030682236026640063,0.9232329384428468,0.007099200947589986,20.0,1.0,-0.1969166199390768,-0.9598828047471676
0.9139014134928695,0.8712907840103598,4.4531611263835185,0.019937026796015136,0.9712535545673695,0.004348351113641452,24.0,1.0,-0.7616024279066059,0.2508867333146612
0.9754383526853785,0.9924820324406043,4.225022683192111,0.014263438156159627,0.9775781989964418,0.0033002488340869336,20.0,0.0,0.0922679361262773,0.1441903967373282
0.3194539658094463,0.36964442262776986,4.11208152606638,0.03558223159209807,0.8016873922694094,0.006937077067993618,35.0,0.0,1.6048373290877105,0.9166627770367004
0.8999784480561683,0.9384543826025638,3.822878276426876,0.021690733453602416,0.955719569106719,0.005422683363400604,16.0,1.0,1.1783640104779602,-0.4968932581706353
0.9888799605926126,0.9993506898146103,4.242159952947411,0.01719824429513232,0.98154338985086,0.003979299034492738,20.0,1.0,1.2614651971540332,-0.9373639109018822
0.8812908992306927,0.9097361225311661,3.0100030193477716,0.01838907819622383,0.9495502316232163,0.0058011082873748844,9.0,1.0,0.9944453621178108,-0.2806110249152058
0.9179621399872384,0.9521953766259575,4.741061764616795,0.018083123213213637,0.9569789866172187,0.0036500619031387396,31.0,1.0,-1.098333831982225,1.6495041472849026
0.8128592431848387,0.7709729679004811,2.0957569150380877,0.02308268139417351,0.9025933747271159,0.009941169773947402,5.0,1.0,-1.3895375907745438,0.388977184310212
0.9634967421655786,0.9845686584264312,4.841772991723906,0.014307735581706766,0.9773074558173513,0.00288800335822574,31.0,1.0,-0.4793485249125375,0.8196000621506255
0.6734699876903987,0.7395669234392042,4.622178051554884,0.03320785159785796,0.901135311950067,0.006474170266712392,35.0,1.0,-0.0801447913362252,1.4241504199185078
0.8341980958607491,0.8712907840103599,4.668348209853101,0.023358344258039905,0.9423018220060294,0.004714860452555602,31.0,1.0,-0.1040114164837685,0.8710412613928002
0.7056366064601749,0.7745085286615678,5.526372630624668,0.01669538307923332,0.9318188137624748,0.0028150602747978016,61.0,1.0,0.9262549116729472,0.2867267585750133
0.8581616590006764,0.9010891843657631,4.551214573502418,0.02929223773959539,0.9571655631035687,0.006160448112866486,27.0,1.0,-0.6298573005139461,1.3329883165338527
0.9738003694382252,0.9906049558738163,3.089513819632818,0.012224822364043427,0.974633096438273,0.0038565020808003867,9.0,1.0,-0.7543039338573255,1.0035721645853977
0.3621807172571562,0.4263761318876529,4.415200048356951,0.03821568854945882,0.8413226053611753,0.0072820534299610435,38.0,1.0,0.8560562830025887,1.8788102419345725
0.3431229071320202,0.37334332107985346,3.2657560866004665,0.03893985687337957,0.7556248079332236,0.009009834504059329,20.0,1.0,1.3837343310949155,1.6853625157470282
0.7849192945250534,0.832722637493494,4.460367938160048,0.030541475364425523,0.9380596146871163,0.00642317517512857,27.0,1.0,0.5413171102626515,0.3425771368973503
0.6507958209094192,0.731816079376955,3.1648608690516573,0.02836475787727933,0.8828156133892641,0.00791214911496937,12.0,1.0,-0.4393467668128535,1.8363017510818231
0.39151926988153,0.3546271671967254,4.270803499272766,0.03411220075153903,0.8326316729187788,0.006650481293164532,35.0,1.0,-1.848033472956805,-1.0699643003594317
0.7709729679004811,0.8297494277867028,4.31004166671303,0.044235420546159976,0.9400385861465859,0.009647935078902443,24.0,1.0,0.9346603168588592,0.0378511573598867
0.8371268093994261,0.7797504591523332,4.714013594928649,0.02287907233985855,0.9515193382719487,0.0046181198536462496,31.0,1.0,0.4985636637228576,-1.579001679841159
0.9558956318258475,0.9209394481940656,4.210757639329282,0.012099141437421749,0.9742775786368151,0.0027994777265578532,20.0,1.0,-0.8273165687333588,0.4217066135486343
0.49385372369952063,0.5407504779634866,3.579216795340219,0.04002417142094294,0.8281527866172194,0.009260721266577655,20.0,1.0,1.3143558986288244,0.6076601652261528
0.9426831892554921,0.9667082895772556,4.586062231682281,0.025747902963873876,0.9644943712328897,0.005415039357326245,27.0,1.0,0.2821462794581943,0.207156444341656
0.8237133233102514,0.7509319796338465,4.798274218423184,0.03716085993884943,0.9354668484019559,0.007244844906410079,35.0,1.0,-0.874731147017228,-0.1105269167565576
0.8554508105601307,0.8064885192927098,4.892575915152489,0.030715214016950217,0.9538518149592259,0.005988208082002926,35.0,1.0,-0.0416577396214368,-0.7653802664602943
