gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.6796407185628742,0.035190743399016955,0.5658682634730539,0.00961329331419375,0.7286028504371643
0.1,0.6856287425149701,0.01779111749097395,0.6137724550898204,0.042063595632693906,0.6541432738304138
0.2,0.6946107784431138,0.01783461655574403,0.46706586826347307,0.0653355952847014,0.7291467428207398
0.30000000000000004,0.6976047904191617,0.010309278350515427,0.5748502994011976,0.0906520509809039,0.6917265295982361
0.4,0.6946107784431138,0.0,0.5688622754491018,0.02966636217321328,0.6700699806213379
0.5,0.6946107784431138,0.0,0.5089820359281437,0.009134803601722585,0.6986912608146667
0.6000000000000001,0.6946107784431138,0.0,0.5748502994011976,0.1004828396189481,0.6927859902381897
0.7000000000000001,0.6946107784431138,0.0,0.6167664670658682,0.028448388359650245,0.6641698837280273
0.8,0.6946107784431138,0.0,0.46706586826347307,0.05698377484884076,0.7041839599609375
0.9,0.6946107784431138,0.0,0.5688622754491018,0.006698855974596518,0.6705427169799805
1.0,0.5029940119760479,0.06820653355952849,0.5179640718562875,0.07103397276958556,0.4867398142814636
