gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.672992700729927,0.2397582171591981,0.6749391727493917,0.24106792304672164,0.496430903673172
0.1,0.6204379562043796,0.14468587568635033,0.6087591240875913,0.1581755533287626,0.456993442773819
0.2,0.5907542579075425,0.09263458912739014,0.5902676399026764,0.08560554119860059,0.5047336459159851
0.30000000000000004,0.5644768856447688,0.0888666209588102,0.5391727493917275,0.05100820983422105,0.44496716260910035
0.4,0.5586374695863747,0.041488669725577076,0.5523114355231143,0.04086458168521351,0.4864713609218597
0.5,0.5537712895377129,0.003548218858592772,0.5128953771289537,0.005411693007283946,0.4760936200618744
0.6000000000000001,0.5464720194647202,0.008655192822694557,0.5177615571776155,0.012950559335243694,0.4685006082057953
0.7000000000000001,0.5318734793187347,0.0112072148093455,0.5051094890510949,0.03760057193420413,0.47331839203834536
0.8,0.5313868613138686,0.008136584451124834,0.4978102189781022,0.00484913477371679,0.47323242425918577
0.9,0.5401459854014599,0.004778814994520916,0.4948905109489051,0.0030149605330238582,0.4635381579399109
