timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-19T21:01:20,stoch_exp,c39ae2e0-8852-44b6-9855-2bb4e87a6978,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,97.52005879999979,0.00014848553486678732,1.5226153131358412e-06,14.0,0.0,0.44013404846191406,0.0003792305863888873,0,1.0546378742461464e-05,0.0003897769651313488,Germany,DEU,rheinland-pfalz,,,Linux-4.4.0-19041-Microsoft-x86_64-with-glibc2.37,3.11.9,2.8.2,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,1,,8.2693,50.005,15.804008483886719,process,N,1.0
