gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.36227544910179643,0.034444444444444444,0.41317365269461076,0.1258119658119658,-0.055569660663604734
0.1,0.6227544910179641,0.04205128205128206,0.5688622754491018,0.08811965811965816,0.6738377928733825
0.2,0.47904191616766467,0.040000000000000036,0.4550898203592814,0.01700854700854698,0.53555349111557
0.30000000000000004,0.44011976047904194,0.043333333333333335,0.562874251497006,0.05700854700854702,0.19773884899914265
0.4,0.5898203592814372,0.019145299145299166,0.5568862275449101,0.011111111111111183,0.5872338593006134
0.5,0.5958083832335329,0.0247863247863247,0.47904191616766467,0.04230769230769227,0.8032061338424683
0.6000000000000001,0.6766467065868264,0.03589743589743588,0.4431137724550898,0.006495726495726495,0.7973921060562134
0.7000000000000001,0.45808383233532934,0.02692307692307694,0.46107784431137727,0.01692307692307693,0.507398834824562
0.8,0.6616766467065869,0.008205128205128198,0.6047904191616766,0.06034188034188037,0.6763408780097961
0.9,0.437125748502994,0.07068376068376067,0.4431137724550898,0.06213675213675213,0.4919964075088501
1.0,0.32335329341317365,0.01,0.5,0.08726495726495725,-0.7586578726768494
