gamma,acc_mean,acc_std,dp_mean,dp_std
0.01,0.7150442477876107,0.013006140227167336,0.058784893267651905,0.02362963583079711
0.019000000000000003,0.7221238938053098,0.007079646017699126,0.058784893267651885,0.03071573305097353
0.028000000000000004,0.7238938053097346,0.008670760151444891,0.0288177339901478,0.0116642368703961
0.037000000000000005,0.720353982300885,0.007079646017699125,0.042857142857142906,0.01796623153765697
0.046000000000000006,0.7168141592920354,0.0,0.0431034482758621,0.0
0.05500000000000001,0.7168141592920354,0.0,0.0431034482758621,0.0
0.064,0.7168141592920354,0.0,0.0431034482758621,0.0
0.073,0.7168141592920354,0.0,0.0431034482758621,0.0
0.082,0.7168141592920354,0.0,0.0431034482758621,0.0
0.09100000000000001,0.7168141592920354,0.0,0.0431034482758621,0.0
0.1,0.7168141592920354,0.0,0.0431034482758621,0.0
