timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-19T18:35:12,stoch_exp,3c48ec58-bbda-435c-a8b7-6d8c6c2b71ae,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,20.938038400025107,3.146599122336481e-05,1.5028146678404737e-06,14.0,0.0,0.2024216651916504,8.142227061109023e-05,0,1.1764725923874237e-06,8.259874320347765e-05,Germany,DEU,rheinland-pfalz,,,Linux-4.4.0-19041-Microsoft-x86_64-with-glibc2.37,3.11.9,2.8.2,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,1,,8.2693,50.005,15.804008483886719,process,N,1.0
