gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.6671532846715329,0.2560370787606887,0.6686131386861314,0.2640822274182468,0.4811553776264191
0.1,0.6111922141119221,0.1603575225654194,0.6160583941605839,0.17441351687927026,0.4803358316421509
0.2,0.572749391727494,0.11252516893129305,0.5746958637469587,0.10338515938838261,0.4773533284664154
0.30000000000000004,0.5605839416058395,0.06247339567242871,0.559610705596107,0.06683304064448303,0.49184587597846985
0.4,0.5586374695863747,0.08865502378798107,0.5430656934306569,0.1030822412772453,0.4677791237831116
0.5,0.5289537712895377,0.008324308485468834,0.5289537712895377,0.02243375893657923,0.48635090589523317
0.6000000000000001,0.5226277372262774,0.018744295537204483,0.47883211678832116,0.0029381076923381544,0.4618937849998474
0.7000000000000001,0.5294403892944038,0.0019679777939246093,0.49878345498783455,0.018314666582192773,0.46769933104515077
0.8,0.5309002433090024,0.00792536731295796,0.4744525547445255,0.011815786191289868,0.46611141562461855
0.9,0.5260340632603406,0.00760859020327191,0.4968369829683698,0.03954467250196503,0.4684065103530884
1.0,0.4997566909975669,0.026703320418066556,0.5109489051094891,0.04938753125699136,0.558905953168869
