timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-20T13:19:38,stoch_exp,d0e8ebac-fde7-4977-adac-ac19df97d5e1,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,53310.9970767,0.08086453520112404,1.516845297130384e-06,14.0,0.0,0.37334489822387695,0.20731659838127778,0,0.00495413321374509,0.21227073159502305,Germany,DEU,rheinland-pfalz,,,Linux-4.4.0-19041-Microsoft-x86_64-with-glibc2.37,3.11.9,2.8.2,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,1,,8.2693,50.005,15.804008483886719,process,N,1.0
