timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-01-21T11:40:20,stoch_exp,ada3e795-01b4-43d8-8dd1-355eefc4e071,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,79431.0304506,0.12041687141878868,1.5159928145925128e-06,14.0,0.0,0.37717151641845703,0.3089029316776658,0,0.007193331398298577,0.3160962630759645,Germany,DEU,rheinland-pfalz,,,Linux-4.4.0-19041-Microsoft-x86_64-with-glibc2.37,3.11.9,2.8.2,8,11th Gen Intel(R) Core(TM) i5-1135G7 @ 2.40GHz,1,,8.2693,50.005,15.804008483886719,process,N,1.0
