gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.8667664670658682,0.00989371325192212,0.8832335329341318,0.05059927634554501,0.8779906392097473
0.1,0.8398203592814372,0.010345997286295816,0.8832335329341318,0.03567390321121661,0.858906364440918
0.2,0.8532934131736527,0.0025440976933513992,0.8802395209580839,0.008876074174581638,0.9227672100067139
0.30000000000000004,0.8502994011976048,0.006897331524197248,0.8727544910179641,0.026119402985074647,0.89594486951828
0.4,0.8278443113772455,0.008593396653098218,0.8652694610778443,0.03742650384441426,0.9005874037742615
0.5,0.8652694610778443,0.0192220714608774,0.8652694610778443,0.016791044776119424,0.7720491051673889
0.6000000000000001,0.8637724550898204,0.01164631388511983,0.8727544910179641,0.03951831750339213,0.8091333627700805
0.7000000000000001,0.8338323353293413,0.029002713704206262,0.8622754491017964,0.029963817277250115,0.8202401876449585
0.8,0.7425149700598802,0.027193577566711924,0.8413173652694611,0.027758932609678877,0.8985579967498779
0.9,0.5553892215568862,0.013794663048394384,0.7889221556886228,0.03951831750339213,0.8871325373649597
1.0,0.5149700598802395,0.004522840343735866,0.5404191616766467,0.04986431478968789,-0.19333004876971244
