gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.6345498783454988,0.21887813386604688,0.6287104622871046,0.21671217037856838,0.48954433798789976
0.1,0.6209245742092457,0.2140700512980932,0.6223844282238443,0.21717446697301657,0.49647373557090757
0.2,0.5712895377128954,0.09481336878597157,0.5732360097323601,0.08503782516675346,0.5098446488380433
0.30000000000000004,0.6034063260340633,0.163212476266465,0.5990267639902677,0.15836479655980062,0.4900753378868103
0.4,0.5211678832116788,0.05633583917226148,0.5518248175182482,0.07930415948143588,0.6353789567947388
0.5,0.5299270072992701,0.05818304569311816,0.51338199513382,0.04558224622688767,0.4660819828510284
0.6000000000000001,0.5737226277372263,0.1151415498716063,0.5712895377128954,0.10617279795361984,0.4876789927482605
0.7000000000000001,0.5600973236009732,0.06166858382813262,0.5630170316301704,0.07464159639824425,0.4851468563079834
0.8,0.5201946472019465,0.02114487207154403,0.5289537712895377,0.029199920013779856,0.5876962304115295
0.9,0.5343065693430656,0.01811470103170343,0.5313868613138686,0.05108822836461835,0.48297080397605896
1.0,0.47493917274939174,0.0008721269801044151,0.47883211678832116,0.026131141763696242,0.7179194331169129
