gamma,acc,dp,acc_threshold,dp_threshold,optimal_threshold
0.0,0.5352798053527981,0.06308563191111571,0.5562043795620438,0.0982103616194645,0.6350549936294556
0.1,0.6038929440389295,0.2036343605881077,0.6515815085158151,0.22842208275466014,0.5938390851020813
0.2,0.6184914841849148,0.18982824393931402,0.618978102189781,0.1786327490931678,0.4794027268886566
0.30000000000000004,0.583941605839416,0.13963164155664554,0.5897810218978102,0.1216356380640965,0.5169880211353302
0.4,0.6360097323600973,0.16552397025473342,0.6360097323600973,0.16552397025473342,0.49976707100868223
0.5,0.5737226277372263,0.06223593457916543,0.5717761557177615,0.07244109253496944,0.5048218607902527
0.6000000000000001,0.524574209245742,0.07852961341701392,0.5284671532846715,0.06583103329055545,0.6188300848007202
0.7000000000000001,0.5051094890510949,0.06302703209511917,0.55669099756691,0.046320224554494915,0.6109615087509155
0.8,0.5440389294403893,0.004605945537331013,0.5464720194647202,0.007254657220376326,0.503897202014923
0.9,0.5065693430656935,0.05723151029305773,0.5274939172749392,0.03989182473967029,0.6677670121192932
1.0,0.5396593673965937,0.0003017890523823747,0.4744525547445255,0.05271346447972158,-0.26090432703495026
